Phone_ID,Brand,Model,Release_Year,Price_USD,Price_INR,RAM_GB,Storage_GB,Processor,Chipset,GPU,Battery_mAh,Charging_Watts,Wireless_Charging,Display_Size_Inches,Resolution,Refresh_Rate_Hz,Display_Type,Rear_Camera_MP,Front_Camera_MP,Number_of_Rear_Cameras,Video_Recording,Operating_System,OS_Version,SIM_Type,Has_5G,Has_NFC,Bluetooth_Version,WiFi_Standard,Fingerprint_Type,Water_Resistance,Weight_Grams,Color,User_Rating,Number_of_Reviews
PH-444029,Xiaomi,Redmi 12,2022,152,12616,8,128,MediaTek Helio G99,Snapdragon 695,Adreno 610,3149,33,No,6.2,1080x2400,60,AMOLED,48,8,4,1080p@30fps,Android,13,Single SIM,No,No,5.2,Wi-Fi 6E,Side-mounted,IP52,195,Black,3.7,48325
PH-925706,Xiaomi,Redmi 12,2022,161,13363,8,128,Snapdragon 695,Helio G99,Adreno 610,3729,18,No,6.0,720x1600,60,IPS LCD,12,20,2,4K@30fps,Android,13,Single SIM,Yes,No,5.4,Wi-Fi 5,Rear-mounted,IP67,210,Green,4.1,21904
PH-890874,Xiaomi,Xiaomi 14T Pro,2024,197,16351,6,128,Snapdragon 4 Gen 2,Helio G99,Mali-G57 MC2,3179,18,No,6.5,720x1600,60,AMOLED,12,12,2,4K@30fps,Android,14,Single SIM,Yes,No,5.0,Wi-Fi 6E,None,IP68,202,Black,3.7,45551
PH-724781,Xiaomi,Redmi Note 13 Pro,2023,238,19754,4,64,MediaTek Helio G99,Snapdragon 4 Gen 2,Mali-G57 MC1,3331,18,No,6.6,720x1600,60,IPS LCD,50,8,4,1080p@30fps,Android,15,Dual SIM (Nano-SIM),Yes,No,5.4,Wi-Fi 5,None,IP52,175,White,3.6,32983
PH-557735,Xiaomi,Redmi Note 13 Pro,2023,170,14110,6,256,MediaTek Helio G99,Snapdragon 4 Gen 2,Mali-G57 MC3,4495,45,No,6.7,720x1600,60,IPS LCD,50,12,3,1080p@30fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,No,5.4,Wi-Fi 6,None,IP54,204,Gold,4.0,18105
PH-447811,Xiaomi,Xiaomi 13 Lite,2024,185,15355,4,256,Snapdragon 695,Unisoc T760,Mali-G57 MC2,3344,33,No,6.1,720x1600,60,IPS LCD,48,8,3,4K@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),No,No,5.2,Wi-Fi 6,Under-display,None,186,Red,3.9,7199
PH-169246,Xiaomi,Xiaomi 14,2024,200,16600,8,256,Snapdragon 4 Gen 2,Helio G99,Adreno 610,4435,10,No,6.5,720x1600,60,AMOLED,48,12,2,4K@30fps,Android,14,Single SIM,Yes,No,5.0,Wi-Fi 6,Rear-mounted,IP54,215,Black,4.0,49771
PH-236988,Xiaomi,Xiaomi 14T Pro,2023,254,21082,6,64,MediaTek Helio G99,Dimensity 700,Mali-G57 MC3,3519,33,No,6.2,1080x2400,60,AMOLED,64,8,4,1080p@30fps,Android,13,Dual SIM,Yes,No,5.1,Wi-Fi 5,None,IP52,178,Green,3.7,19574
PH-496487,Xiaomi,Poco F6,2022,205,17015,4,256,Unisoc T760,Dimensity 700,Mali-G57 MC3,3244,10,No,6.2,720x1600,60,IPS LCD,108,8,2,4K@30fps,Android,14,Dual SIM,Yes,No,5.4,Wi-Fi 5,Rear-mounted,IP68,209,Gold,4.1,24164
PH-982102,Xiaomi,Xiaomi 14,2023,209,17347,4,128,Snapdragon 695,Snapdragon 695,Adreno 610,4434,33,No,6.7,1080x2400,60,AMOLED,50,16,4,4K@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),No,No,5.1,Wi-Fi 6E,Under-display,IP54,211,Titanium,3.9,27327
PH-460489,Xiaomi,Redmi 12,2024,192,15936,8,128,Snapdragon 4 Gen 2,Snapdragon 695,Mali-G57 MC2,3929,18,No,6.1,720x1600,60,AMOLED,64,12,4,4K@30fps,Android,14,Single SIM,No,No,5.0,Wi-Fi 5,None,None,199,Gray,3.6,40491
PH-202850,Xiaomi,Mi 14 Ultra,2023,211,17513,4,256,MediaTek Dimensity 700,Snapdragon 695,Mali-G57 MC2,4483,22,No,6.7,1080x2400,60,IPS LCD,48,12,4,4K@30fps,Android,13,Dual SIM (Nano-SIM),Yes,No,5.0,Wi-Fi 6E,Under-display,IP54,180,Silver,4.0,17097
PH-312134,Xiaomi,Poco F6,2024,170,14110,4,64,Snapdragon 695,Snapdragon 695,Mali-G57 MC3,4446,22,No,6.7,1080x2400,60,AMOLED,64,16,3,4K@30fps,Android,15,Dual SIM (Nano-SIM),Yes,No,5.1,Wi-Fi 6E,Under-display,IP68,206,Graphite,3.8,36993
PH-595125,Xiaomi,Poco F6,2023,278,23074,6,256,Snapdragon 695,Snapdragon 695,Adreno 610,3782,10,No,6.3,1080x2400,60,IPS LCD,108,16,4,4K@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),No,No,5.4,Wi-Fi 6,Rear-mounted,IP67,183,Titanium,3.6,24998
PH-516363,Xiaomi,Xiaomi 13 Lite,2022,153,12699,4,64,Snapdragon 695,Helio G99,Mali-G57 MC3,3928,22,No,6.1,1080x2400,60,IPS LCD,12,16,2,1080p@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),No,No,5.0,Wi-Fi 6E,Rear-mounted,IP67,220,Silver,3.9,47090
PH-948920,Xiaomi,Redmi 12,2024,267,22161,6,64,Snapdragon 4 Gen 2,Dimensity 700,Mali-G57 MC1,3462,10,No,6.8,720x1600,60,AMOLED,48,8,2,4K@30fps,Android,13,Dual SIM (Nano-SIM),Yes,No,5.2,Wi-Fi 6,Under-display,IP67,176,Gray,3.5,18318
PH-875028,Xiaomi,Redmi Note 13 Pro,2024,218,18094,6,128,Snapdragon 4 Gen 2,Unisoc T760,Mali-G57 MC3,4393,33,No,6.0,720x1600,60,AMOLED,48,20,3,1080p@30fps,Android,15,Dual SIM (Nano-SIM/eSIM),No,No,5.3,Wi-Fi 6E,None,IP54,187,Silver,3.9,30682
PH-103570,Xiaomi,Redmi 12,2022,241,20003,8,64,Snapdragon 695,Unisoc T760,Adreno 610,3312,33,No,6.7,720x1600,60,IPS LCD,48,20,4,1080p@30fps,Android,13,Dual SIM (Nano-SIM),No,No,5.1,Wi-Fi 6E,None,IP54,176,White,4.1,27890
PH-127755,Xiaomi,Xiaomi 14T Pro,2022,181,15023,8,256,Snapdragon 4 Gen 2,Helio G99,Adreno 610,3445,33,No,6.4,1080x2400,60,IPS LCD,108,16,3,4K@30fps,Android,13,Dual SIM,Yes,No,5.4,Wi-Fi 6,None,IP54,219,Graphite,3.6,8386
PH-854069,Xiaomi,Xiaomi 13 Lite,2023,204,16932,8,256,MediaTek Helio G99,Unisoc T760,Mali-G57 MC2,3480,18,No,6.1,720x1600,60,IPS LCD,50,16,3,4K@30fps,Android,13,Single SIM,Yes,No,5.1,Wi-Fi 7,None,IP52,219,Gold,4.0,22948
PH-136446,Xiaomi,Xiaomi 14,2022,267,22161,4,256,Unisoc T760,Helio G99,Mali-G57 MC2,3093,45,No,6.1,720x1600,60,AMOLED,12,8,2,1080p@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,No,5.0,Wi-Fi 6E,Under-display,None,206,Gray,4.1,36724
PH-762825,Xiaomi,Redmi Note 13 Pro,2023,261,21663,8,256,MediaTek Dimensity 700,Snapdragon 695,Mali-G57 MC2,4448,22,No,6.4,720x1600,60,IPS LCD,48,12,2,1080p@30fps,Android,15,Dual SIM,No,No,5.4,Wi-Fi 6E,Rear-mounted,IP54,200,Graphite,3.8,36724
PH-802916,Xiaomi,Poco F6,2022,197,16351,8,256,Snapdragon 695,Helio G99,Adreno 619,3365,22,No,6.3,1080x2400,60,IPS LCD,48,20,2,1080p@30fps,Android,15,Dual SIM,No,No,5.2,Wi-Fi 7,None,IP67,186,White,4.1,15497
PH-106619,Xiaomi,Xiaomi 14,2022,181,15023,8,128,MediaTek Helio G99,Dimensity 700,Adreno 610,4337,45,No,6.3,1080x2400,60,AMOLED,48,20,4,4K@30fps,Android,13,Dual SIM (Nano-SIM),No,No,5.2,Wi-Fi 7,Side-mounted,IP67,217,Graphite,3.6,16487
PH-696301,Xiaomi,Redmi 12,2024,244,20252,8,64,Snapdragon 695,Snapdragon 695,Mali-G57 MC3,3177,33,No,6.8,720x1600,60,AMOLED,108,8,4,1080p@30fps,Android,15,Dual SIM (Nano-SIM),No,No,5.3,Wi-Fi 7,Rear-mounted,IP54,179,Black,3.6,31281
PH-942455,Xiaomi,Redmi 12,2022,261,21663,6,64,Snapdragon 4 Gen 2,Helio G99,Adreno 619,3324,10,No,6.1,720x1600,60,IPS LCD,108,12,4,4K@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,No,5.3,Wi-Fi 5,None,IP54,206,White,3.6,10821
PH-547073,Xiaomi,Xiaomi 14,2022,197,16351,4,256,Unisoc T760,Unisoc T760,Mali-G57 MC1,3270,33,No,6.5,1080x2400,60,AMOLED,50,12,4,4K@30fps,Android,13,Dual SIM,Yes,No,5.4,Wi-Fi 5,None,IP67,176,Midnight,3.8,12355
PH-132377,Xiaomi,Xiaomi 14T Pro,2024,209,17347,6,64,Snapdragon 695,Dimensity 700,Mali-G57 MC3,3255,18,No,6.0,1080x2400,60,AMOLED,108,20,3,1080p@30fps,Android,15,Dual SIM,No,No,5.0,Wi-Fi 6,None,None,212,Green,3.5,25938
PH-421042,Xiaomi,Xiaomi 13 Lite,2024,252,20916,6,128,MediaTek Dimensity 700,Helio G99,Mali-G57 MC3,3609,45,No,6.4,1080x2400,60,AMOLED,12,16,2,1080p@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),No,No,5.1,Wi-Fi 6E,Rear-mounted,IP54,194,Green,4.1,13063
PH-139463,Xiaomi,Xiaomi 14T Pro,2023,197,16351,8,128,Unisoc T760,Dimensity 700,Mali-G57 MC2,3951,33,No,6.1,720x1600,60,AMOLED,12,16,2,1080p@30fps,Android,13,Dual SIM (Nano-SIM),Yes,No,5.2,Wi-Fi 5,Under-display,None,211,Blue,4.0,30331
PH-533612,Xiaomi,Mi 14 Ultra,2023,170,14110,6,64,Snapdragon 695,Unisoc T760,Mali-G57 MC3,3643,45,No,6.2,1080x2400,60,AMOLED,64,20,2,4K@30fps,Android,14,Dual SIM (Nano-SIM),Yes,No,5.1,Wi-Fi 6E,Rear-mounted,IP52,214,Midnight,4.1,40117
PH-227205,Xiaomi,Xiaomi 14,2024,212,17596,8,64,MediaTek Dimensity 700,Snapdragon 695,Adreno 610,4445,22,No,6.2,720x1600,60,IPS LCD,48,8,4,4K@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),No,No,5.1,Wi-Fi 6E,Side-mounted,IP54,193,Blue,3.7,6800
PH-108363,Xiaomi,Poco F6,2023,194,16102,4,64,Snapdragon 695,Helio G99,Adreno 619,3235,33,No,6.6,1080x2400,60,AMOLED,50,20,4,1080p@30fps,Android,13,Single SIM,No,No,5.0,Wi-Fi 5,Rear-mounted,IP67,195,Titanium,3.7,28376
PH-989461,Xiaomi,Xiaomi 13 Lite,2022,207,17181,4,256,MediaTek Helio G99,Dimensity 700,Adreno 619,4160,10,No,6.7,1080x2400,60,AMOLED,108,20,2,4K@30fps,Android,15,Dual SIM (Nano-SIM/eSIM),No,No,5.0,Wi-Fi 7,Side-mounted,None,197,Titanium,3.6,14323
PH-172125,Xiaomi,Xiaomi 13 Lite,2024,216,17928,6,64,Unisoc T760,Snapdragon 695,Adreno 610,4424,22,No,6.3,1080x2400,60,IPS LCD,48,12,3,1080p@30fps,Android,13,Single SIM,No,No,5.1,Wi-Fi 6E,None,IP67,180,Blue,3.6,17385
PH-526327,Xiaomi,Redmi Note 13 Pro,2022,265,21995,6,64,MediaTek Dimensity 700,Unisoc T760,Adreno 610,4462,45,No,6.3,1080x2400,60,IPS LCD,48,16,3,1080p@30fps,Android,15,Dual SIM,Yes,No,5.3,Wi-Fi 7,Rear-mounted,IP52,219,Green,4.0,17278
PH-297471,Xiaomi,Redmi 12,2022,189,15687,6,64,Unisoc T760,Snapdragon 695,Mali-G57 MC3,3467,45,No,6.6,1080x2400,60,AMOLED,48,20,3,1080p@30fps,Android,13,Single SIM,No,No,5.4,Wi-Fi 6,Under-display,IP52,178,Blue,3.6,1074
PH-240972,Xiaomi,Xiaomi 13 Lite,2024,202,16766,4,64,Snapdragon 4 Gen 2,Snapdragon 4 Gen 2,Mali-G57 MC3,3020,18,No,6.0,1080x2400,60,AMOLED,12,20,2,1080p@30fps,Android,14,Dual SIM (Nano-SIM),No,No,5.2,Wi-Fi 6,Side-mounted,IP54,191,Midnight,3.8,42068
PH-488177,Xiaomi,Redmi Note 13 Pro,2022,216,17928,4,64,Snapdragon 4 Gen 2,Helio G99,Mali-G57 MC1,3998,18,No,6.2,1080x2400,60,AMOLED,12,8,2,4K@30fps,Android,15,Single SIM,No,No,5.1,Wi-Fi 6,Rear-mounted,IP52,192,Graphite,4.0,3843
PH-560688,Xiaomi,Poco F6,2023,268,22244,8,256,Snapdragon 695,Snapdragon 695,Mali-G57 MC3,4494,10,No,6.7,720x1600,60,IPS LCD,50,8,3,1080p@30fps,Android,15,Dual SIM (Nano-SIM/eSIM),No,No,5.1,Wi-Fi 7,Under-display,IP67,216,Gold,3.9,4210
PH-288616,Xiaomi,Redmi Note 13 Pro,2024,237,19671,4,256,MediaTek Helio G99,Helio G99,Mali-G57 MC3,3789,33,No,6.6,720x1600,60,IPS LCD,64,8,2,1080p@30fps,Android,13,Dual SIM,No,No,5.0,Wi-Fi 5,None,None,220,Black,3.7,15457
PH-830741,Xiaomi,Xiaomi 13 Lite,2023,162,13446,8,256,MediaTek Helio G99,Unisoc T760,Mali-G57 MC2,4371,10,No,6.4,720x1600,60,AMOLED,108,16,4,1080p@30fps,Android,15,Dual SIM (Nano-SIM),No,No,5.0,Wi-Fi 7,Side-mounted,IP54,206,Blue,3.7,9322
PH-616140,Xiaomi,Xiaomi 14,2022,266,22078,4,256,MediaTek Helio G99,Dimensity 700,Adreno 619,3372,18,No,6.0,1080x2400,60,AMOLED,48,12,4,1080p@30fps,Android,13,Dual SIM (Nano-SIM),No,No,5.2,Wi-Fi 6E,None,IP52,184,Midnight,3.6,32922
PH-981451,Xiaomi,Xiaomi 14T Pro,2024,234,19422,8,256,MediaTek Dimensity 700,Unisoc T760,Adreno 619,3024,22,No,6.4,1080x2400,60,IPS LCD,48,20,3,1080p@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),No,No,5.1,Wi-Fi 6,Rear-mounted,IP68,175,Silver,4.1,17574
PH-293972,Xiaomi,Xiaomi 14,2024,381,31623,8,128,Exynos 1380,Dimensity 7200,Adreno 725,4734,80,No,6.3,1080x2520,120,Super AMOLED,108,12,2,4K@120fps,Android,13,Dual SIM,Yes,Yes,5.2,Wi-Fi 7,Under-display,IP52,187,Blue,4.3,38768
PH-433180,Xiaomi,Xiaomi 13 Lite,2024,425,35275,6,256,MediaTek Dimensity 7200,Snapdragon 7 Gen 3,Immortalis-G715,4948,80,Yes,6.7,1080x2400,90,OLED,50,16,4,4K@60fps,Android,15,Dual SIM (Nano-SIM),Yes,No,5.0,Wi-Fi 6,Under-display,IP52,204,Silver,4.4,42916
PH-664458,Xiaomi,Poco F6,2023,573,47559,8,512,Snapdragon 7 Gen 3,Snapdragon 7s Gen 2,Adreno 732,4459,80,No,6.8,1440x3200,90,Super AMOLED,12,16,2,8K@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,No,5.4,Wi-Fi 7,None,IP67,174,Black,4.1,6824
PH-900667,Xiaomi,Xiaomi 14T Pro,2025,584,48472,8,256,Exynos 1380,Exynos 1380,Immortalis-G715,5100,45,No,6.5,1440x3200,120,OLED,108,20,2,4K@120fps,Android,15,Dual SIM (Nano-SIM),Yes,No,5.3,Wi-Fi 7,Rear-mounted,IP68,167,Red,4.5,20378
PH-912720,Xiaomi,Mi 14 Ultra,2025,366,30378,8,512,MediaTek Dimensity 7200,Snapdragon 7 Gen 3,Adreno 732,4445,67,No,6.7,1080x2400,90,Super AMOLED,12,16,2,8K@30fps,Android,15,Dual SIM (Nano-SIM),Yes,Yes,5.4,Wi-Fi 6,Side-mounted,IP67,174,Red,4.1,31834
PH-635906,Xiaomi,Xiaomi 14T Pro,2023,528,43824,8,512,Exynos 1380,Snapdragon 7 Gen 3,Adreno 725,4314,67,No,6.6,1080x2520,120,AMOLED,64,20,2,8K@30fps,Android,15,Dual SIM,Yes,No,5.0,Wi-Fi 5,Rear-mounted,IP54,197,Red,4.4,10580
PH-665435,Xiaomi,Xiaomi 13 Lite,2025,349,28967,8,128,Exynos 1380,Snapdragon 7 Gen 3,Adreno 732,4007,67,No,6.6,1440x3200,120,Super AMOLED,48,20,4,8K@30fps,Android,15,Dual SIM,Yes,Yes,5.0,Wi-Fi 7,None,None,180,Red,4.5,28334
PH-271981,Xiaomi,Poco F6,2024,390,32370,6,128,Snapdragon 7 Gen 3,Exynos 1380,Adreno 732,5138,45,No,6.8,1080x2400,120,Super AMOLED,108,20,2,8K@24fps,Android,14,Dual SIM,Yes,No,5.1,Wi-Fi 7,Rear-mounted,IP52,195,Black,4.2,4884
PH-299095,Xiaomi,Redmi Note 13 Pro,2023,378,31374,6,128,Snapdragon 7 Gen 3,Exynos 1380,Immortalis-G715,4203,80,Yes,6.6,1440x3200,90,OLED,12,20,2,8K@24fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,No,5.0,Wi-Fi 5,None,IP67,194,Titanium,4.4,10957
PH-106578,Xiaomi,Mi 14 Ultra,2025,436,36188,6,512,Snapdragon 7 Gen 3,Snapdragon 7s Gen 2,Mali-G615 MC2,4506,45,Yes,6.6,1440x3200,120,OLED,108,12,4,4K@120fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.1,Wi-Fi 5,Under-display,IP68,172,Purple,4.3,24169
PH-829736,Xiaomi,Poco F6,2025,481,39923,8,128,MediaTek Dimensity 7200,Snapdragon 7s Gen 2,Adreno 732,5177,45,No,6.3,1440x3200,120,AMOLED,50,20,4,4K@60fps,Android,14,Dual SIM (Nano-SIM),Yes,Yes,5.1,Wi-Fi 5,None,IP67,204,Gray,4.3,31151
PH-249652,Xiaomi,Poco F6,2024,455,37765,8,512,Dimensity 8300 Ultra,Snapdragon 7s Gen 2,Immortalis-G715,4128,67,Yes,6.6,1440x3200,120,OLED,50,16,3,4K@120fps,Android,13,Single SIM,Yes,No,5.4,Wi-Fi 6E,Side-mounted,IP68,200,Green,4.0,15904
PH-403012,Xiaomi,Poco F6,2025,405,33615,12,256,Snapdragon 7s Gen 2,Snapdragon 7s Gen 2,Adreno 725,4816,80,Yes,6.6,1080x2400,90,Super AMOLED,108,20,2,4K@120fps,Android,13,Dual SIM,Yes,Yes,5.0,Wi-Fi 6,None,IP54,202,Green,4.3,2571
PH-515978,Xiaomi,Xiaomi 14,2025,309,25647,12,128,Exynos 1380,Exynos 1380,Mali-G610 MC6,5114,45,Yes,6.4,1080x2400,120,Super AMOLED,50,20,3,8K@30fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,No,5.2,Wi-Fi 5,Rear-mounted,IP68,179,Silver,4.0,964
PH-256633,Xiaomi,Xiaomi 14,2023,408,33864,6,128,Snapdragon 7s Gen 2,Dimensity 7200,Adreno 725,4094,80,Yes,6.4,1080x2520,120,OLED,50,8,4,4K@120fps,Android,15,Single SIM,Yes,No,5.3,Wi-Fi 6E,None,IP68,202,Titanium,4.5,3403
PH-627070,Xiaomi,Poco F6,2025,360,29880,6,512,Snapdragon 7s Gen 2,Snapdragon 7 Gen 3,Adreno 725,5087,67,No,6.3,1080x2520,90,AMOLED,50,16,3,8K@30fps,Android,15,Dual SIM,Yes,No,5.3,Wi-Fi 7,Rear-mounted,IP67,205,Purple,4.5,36620
PH-520341,Xiaomi,Poco F6,2023,493,40919,8,128,MediaTek Dimensity 7200,Dimensity 7200,Mali-G610 MC6,4290,45,Yes,6.3,1440x3200,120,AMOLED,12,16,2,8K@30fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.3,Wi-Fi 5,Rear-mounted,IP68,173,Midnight,4.2,31493
PH-507683,Xiaomi,Xiaomi 13 Lite,2024,490,40670,12,256,Dimensity 8300 Ultra,Snapdragon 7 Gen 3,Mali-G610 MC6,4456,80,No,6.5,1080x2520,90,OLED,50,12,2,8K@30fps,Android,15,Dual SIM,Yes,No,5.0,Wi-Fi 6,None,IP54,199,Gray,4.1,12123
PH-195844,Xiaomi,Poco F6,2025,373,30959,8,128,Snapdragon 7s Gen 2,Exynos 1380,Adreno 732,4948,67,No,6.3,1080x2400,120,AMOLED,108,16,2,4K@120fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.0,Wi-Fi 7,Side-mounted,None,200,Graphite,4.2,32073
PH-486131,Xiaomi,Xiaomi 14T Pro,2024,472,39176,6,128,Dimensity 8300 Ultra,Snapdragon 7s Gen 2,Adreno 732,4106,80,Yes,6.8,1080x2400,90,OLED,50,12,3,8K@30fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.4,Wi-Fi 6E,Side-mounted,IP68,203,White,4.1,23367
PH-708783,Xiaomi,Xiaomi 13 Lite,2024,448,37184,6,256,Dimensity 8300 Ultra,Snapdragon 7 Gen 3,Adreno 725,4416,45,No,6.4,1080x2400,120,Super AMOLED,48,12,3,4K@60fps,Android,15,Dual SIM (Nano-SIM/eSIM),Yes,No,5.4,Wi-Fi 6,Side-mounted,IP67,177,Blue,4.1,31461
PH-669696,Xiaomi,Xiaomi 14,2023,522,43326,8,512,Snapdragon 7s Gen 2,Dimensity 7200,Adreno 732,4376,67,No,6.7,1080x2400,120,Super AMOLED,64,8,2,4K@60fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,No,5.3,Wi-Fi 6,Rear-mounted,IP67,193,Purple,4.4,32552
PH-191878,Xiaomi,Mi 14 Ultra,2024,383,31789,12,256,Exynos 1380,Snapdragon 7s Gen 2,Immortalis-G715,4814,80,No,6.9,1080x2520,120,Super AMOLED,50,16,2,4K@60fps,Android,15,Dual SIM,Yes,No,5.0,Wi-Fi 5,Rear-mounted,IP68,190,Silver,4.1,37853
PH-117785,Xiaomi,Xiaomi 14T Pro,2025,383,31789,12,256,Snapdragon 7s Gen 2,Exynos 1380,Mali-G615 MC2,4194,80,Yes,6.3,1440x3200,120,OLED,108,20,4,4K@120fps,Android,14,Single SIM,Yes,Yes,5.4,Wi-Fi 6E,None,IP67,175,Gray,4.4,46539
PH-698752,Xiaomi,Xiaomi 13 Lite,2023,356,29548,12,512,MediaTek Dimensity 7200,Exynos 1380,Immortalis-G715,4105,45,Yes,6.3,1080x2520,120,AMOLED,12,16,2,4K@120fps,Android,14,Dual SIM (Nano-SIM),Yes,No,5.0,Wi-Fi 6E,Under-display,IP68,173,Green,4.2,49853
PH-267642,Xiaomi,Xiaomi 14T Pro,2025,393,32619,6,128,Dimensity 8300 Ultra,Exynos 1380,Adreno 725,4445,80,Yes,6.2,1080x2520,120,OLED,108,8,2,8K@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,No,5.3,Wi-Fi 5,Rear-mounted,IP67,170,Blue,4.3,36728
PH-545881,Xiaomi,Xiaomi 14,2023,345,28635,6,256,Dimensity 8300 Ultra,Snapdragon 7 Gen 3,Adreno 725,4641,80,Yes,6.6,1440x3200,90,AMOLED,48,8,2,8K@30fps,Android,15,Single SIM,Yes,No,5.4,Wi-Fi 7,Rear-mounted,IP54,207,Gray,4.2,20663
PH-466542,Xiaomi,Redmi 12,2025,593,49219,8,128,Snapdragon 7s Gen 2,Dimensity 7200,Immortalis-G715,4120,80,No,6.6,1080x2520,90,AMOLED,12,16,2,8K@24fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,No,5.3,Wi-Fi 6,None,IP52,183,Silver,4.2,45243
PH-465616,Xiaomi,Xiaomi 14T Pro,2024,407,33781,12,128,Snapdragon 7 Gen 3,Snapdragon 7s Gen 2,Adreno 732,4723,45,No,6.8,1440x3200,90,OLED,48,8,4,4K@120fps,Android,14,Dual SIM (Nano-SIM/eSIM),Yes,Yes,5.1,Wi-Fi 7,Under-display,IP67,199,Graphite,4.2,7591
PH-206180,Xiaomi,Xiaomi 14,2023,321,26643,8,512,Exynos 1380,Exynos 1380,Immortalis-G715,4274,80,Yes,6.8,1080x2520,120,Super AMOLED,64,8,3,8K@30fps,Android,14,Single SIM,Yes,No,5.4,Wi-Fi 5,None,IP67,194,Midnight,4.0,4511
PH-956686,Xiaomi,Mi 14 Ultra,2023,536,44488,6,128,Snapdragon 7 Gen 3,Snapdragon 7 Gen 3,Mali-G610 MC6,4662,80,Yes,6.8,1440x3200,120,Super AMOLED,108,8,2,8K@24fps,Android,13,Dual SIM,Yes,Yes,5.2,Wi-Fi 6,None,IP68,181,Silver,4.0,27680
PH-240845,Xiaomi,Poco F6,2023,432,35856,8,512,Snapdragon 7 Gen 3,Dimensity 8300 Ultra,Immortalis-G715,4554,67,Yes,6.3,1080x2520,90,OLED,108,8,4,8K@30fps,Android,13,Dual SIM (Nano-SIM),Yes,No,5.4,Wi-Fi 7,Rear-mounted,IP67,166,Graphite,4.3,7342
PH-997244,Xiaomi,Mi 14 Ultra,2024,532,44156,12,512,Exynos 1380,Snapdragon 7 Gen 3,Adreno 725,4278,67,No,6.3,1080x2520,120,OLED,12,12,2,4K@120fps,Android,13,Dual SIM,Yes,No,5.4,Wi-Fi 7,Under-display,None,206,Green,4.6,29054
PH-783566,Xiaomi,Mi 14 Ultra,2025,419,34777,6,512,Snapdragon 7 Gen 3,Exynos 1380,Adreno 725,4439,67,Yes,6.4,1080x2400,120,Super AMOLED,50,12,4,8K@24fps,Android,13,Single SIM,Yes,No,5.4,Wi-Fi 6,None,IP54,181,Graphite,4.1,17344
PH-925779,Xiaomi,Redmi Note 13 Pro,2024,387,32121,6,512,Snapdragon 7 Gen 3,Snapdragon 7 Gen 3,Adreno 725,4476,45,Yes,6.6,1440x3200,120,Super AMOLED,64,16,2,8K@30fps,Android,13,Dual SIM (Nano-SIM),Yes,Yes,5.2,Wi-Fi 6,Side-mounted,IP52,173,Titanium,4.0,31645
PH-849298,Xiaomi,Xiaomi 14T Pro,2023,373,30959,12,128,Dimensity 8300 Ultra,Dimensity 7200,Mali-G610 MC6,4567,80,Yes,6.9,1080x2520,90,AMOLED,12,20,2,4K@120fps,Android,13,Single SIM,Yes,No,5.2,Wi-Fi 5,Rear-mounted,IP54,189,Blue,4.6,27483
PH-204520,Xiaomi,Redmi 12,2025,398,33034,6,128,Exynos 1380,Dimensity 8300 Ultra,Immortalis-G715,4625,67,Yes,6.6,1440x3200,90,Super AMOLED,48,8,2,4K@60fps,Android,13,Dual SIM (Nano-SIM),Yes,No,5.1,Wi-Fi 7,None,IP54,168,White,4.3,37446
PH-477897,Xiaomi,Redmi Note 13 Pro,2025,305,25315,12,128,Snapdragon 7s Gen 2,Exynos 1380,Adreno 725,4694,67,No,6.5,1080x2520,120,AMOLED,48,20,2,8K@30fps,Android,13,Dual SIM (Nano-SIM/eSIM),Yes,No,5.1,Wi-Fi 6,Side-mounted,IP52,171,Silver,4.3,35434
PH-952489,Xiaomi,Xiaomi 14,2023,541,44903,12,512,Snapdragon 7s Gen 2,Snapdragon 7s Gen 2,Immortalis-G715,4154,80,No,6.5,1080x2520,90,AMOLED,12,12,2,4K@60fps,Android,14,Dual SIM,Yes,No,5.3,Wi-Fi 6E,Rear-mounted,IP54,166,Purple,4.5,3535
